exam,Exam Block,slot,size,b2bs,confs,2i3s,score,score_norm
V61120E1,16,28,60,1,0,1,1.0,0.016666666666666666
M3A010E1,9,35,187,3,0,187,3.0,0.016042780748663103
M3B055E1,14,12,63,1,0,15,1.0,0.015873015873015872
V41142E1,3,5,65,1,0,33,1.0,0.015384615384615385
L82125E1,12,9,83,1,0,9,1.0,0.012048192771084338
M31001E1,12,24,171,2,0,2,2.0,0.011695906432748537
F311T1E1,13,13,175,2,0,22,2.0,0.011428571428571429
L31004E1,17,10,88,1,0,46,1.0,0.011363636363636364
M11343E1,7,37,94,1,0,28,1.0,0.010638297872340425
R11001E1,24,22,191,2,0,5,2.0,0.010471204188481676
Q81001E1,5,3,100,1,0,58,1.0,0.01
F311M0E1,5,3,103,1,0,156,1.0,0.009708737864077669
R11003E1,19,27,109,1,0,10,1.0,0.009174311926605505
G12PR1E1,21,25,115,1,0,2,1.0,0.008695652173913044
H7BMOQE1,17,10,120,1,0,33,1.0,0.008333333333333333
R12001E1,22,24,129,1,0,47,1.0,0.007751937984496124
L12303E1,19,26,137,1,0,131,1.0,0.0072992700729927005
G111VAE1,17,31,165,1,0,50,1.0,0.006060606060606061
M3B030E1,17,10,184,1,0,22,1.0,0.005434782608695652
HGAEM2E1,16,30,542,2,0,210,2.0,0.0036900369003690036
L3B015E1,9,34,34,0,0,0,0.0,0.0
G53VIPE1,10,36,25,0,0,0,0.0,0.0
C13573E1,23,37,20,0,0,6,0.0,0.0
H2CP01E1,11,33,71,0,0,68,0.0,0.0
H7CAMFE1,22,24,30,0,0,22,0.0,0.0
F331X5E1,11,37,5,0,0,0,0.0,0.0
K4C280E1,4,4,9,0,0,9,0.0,0.0
H6P001E1,8,13,4,0,0,0,0.0,0.0
H7CORGE1,24,22,22,0,0,13,0.0,0.0
J5BORME1,13,8,12,0,0,12,0.0,0.0
K41210E1,12,10,30,0,0,27,0.0,0.0
V41112E1,17,10,19,0,0,5,0.0,0.0
H8C039E1,5,3,69,0,0,0,0.0,0.0
H7CLASE1,24,22,9,0,0,3,0.0,0.0
H3BFM2E1,18,28,65,0,0,67,0.0,0.0
C82HUAE1,18,28,12,0,0,0,0.0,0.0
H51200E1,24,22,71,0,0,10,0.0,0.0
V82111E1,17,8,21,0,0,20,0.0,0.0
V71101E1,6,8,1,0,0,0,0.0,0.0
L3B046E1,7,37,21,0,0,2,0.0,0.0
B33544E1,18,36,93,0,0,93,0.0,0.0
H22G06E1,8,36,9,0,0,0,0.0,0.0
L12320E1,22,24,31,0,0,26,0.0,0.0
F311V1E1,10,36,47,0,0,40,0.0,0.0
C13567E1,22,31,17,0,0,0,0.0,0.0
M1B374E1,10,34,15,0,0,2,0.0,0.0
G11PR1E1,22,24,165,0,0,38,0.0,0.0
B33541E1,10,34,93,0,0,93,0.0,0.0
G13QT1E1,18,28,31,0,0,1,0.0,0.0
G53FSPE1,1,8,49,0,0,15,0.0,0.0
G111ACE1,1,36,34,0,0,0,0.0,0.0
C12325E1,25,10,62,0,0,40,0.0,0.0
R21104E1,12,5,41,0,0,5,0.0,0.0
C13562E1,21,25,33,0,0,2,0.0,0.0
N12203E1,10,28,102,0,0,43,0.0,0.0
V81107E1,7,33,38,0,0,7,0.0,0.0
V42133E1,10,8,34,0,0,25,0.0,0.0
H71MIPE1,4,4,87,0,0,0,0.0,0.0
H53171E1,13,12,105,0,0,0,0.0,0.0
B33563E1,20,12,18,0,0,0,0.0,0.0
G13CS2E1,22,10,10,0,0,5,0.0,0.0
LKB2JAE1,24,33,5,0,0,0,0.0,0.0
G13AS5E1,21,37,19,0,0,0,0.0,0.0
L82132E1,26,15,36,0,0,0,0.0,0.0
F13P01E1,18,4,111,0,0,1,0.0,0.0
R82027E1,7,37,7,0,0,4,0.0,0.0
F331M9E1,10,8,8,0,0,0,0.0,0.0
H82029E1,8,36,63,0,0,0,0.0,0.0
V6B307E1,25,10,15,0,0,2,0.0,0.0
C42306E1,2,8,62,0,0,40,0.0,0.0
AAA011E1,9,35,14,0,0,12,0.0,0.0
K4C290E1,25,36,8,0,0,0,0.0,0.0
F11I01E1,19,36,109,0,0,20,0.0,0.0
C13564E1,18,8,39,0,0,0,0.0,0.0
H6C133E1,11,9,34,0,0,3,0.0,0.0
G13RE2E1,13,13,34,0,0,16,0.0,0.0
LK10KBE1,19,3,6,0,0,2,0.0,0.0
R21206E1,9,34,43,0,0,1,0.0,0.0
F11O01E1,10,27,108,0,0,34,0.0,0.0
G11MA2E1,14,33,40,0,0,39,0.0,0.0
G52ALGE1,9,35,62,0,0,5,0.0,0.0
F11O02E1,16,31,112,0,0,4,0.0,0.0
V43124E1,17,10,28,0,0,2,0.0,0.0
V13181E1,1,8,5,0,0,0,0.0,0.0
R22101E1,7,37,66,0,0,10,0.0,0.0
H7CMSGE1,4,4,66,0,0,0,0.0,0.0
D23315E1,21,36,4,0,0,0,0.0,0.0
N12403E1,17,10,81,0,0,2,0.0,0.0
N13302E1,12,33,17,0,0,2,0.0,0.0
V41143E1,22,1,9,0,0,1,0.0,0.0
V43112E1,12,13,16,0,0,0,0.0,0.0
G12ST1E1,7,37,112,0,0,3,0.0,0.0
G13SP2E1,23,22,23,0,0,0,0.0,0.0
L12404E1,9,28,105,0,0,134,0.0,0.0
G5BCCNE1,24,13,81,0,0,3,0.0,0.0
F13P02E1,10,4,11,0,0,0,0.0,0.0
G13ST6E1,4,3,39,0,0,1,0.0,0.0
F3B1X4E1,19,28,78,0,0,0,0.0,0.0
C8P002E1,25,37,22,0,0,0,0.0,0.0
F331Z4E1,14,13,66,0,0,65,0.0,0.0
C71101E1,14,12,205,0,0,11,0.0,0.0
D23360E1,4,12,8,0,0,0,0.0,0.0
F331Q3E1,26,15,82,0,0,73,0.0,0.0
C82MHAE1,1,7,117,0,0,18,0.0,0.0
G5BDBSE1,14,23,61,0,0,0,0.0,0.0
H3BFM2E2,19,26,65,0,0,69,0.0,0.0
Q83168E1,23,3,5,0,0,6,0.0,0.0
V12139E1,10,23,9,0,0,0,0.0,0.0
HGBEM3E1,11,33,340,0,0,80,0.0,0.0
C43512E1,10,6,24,0,0,15,0.0,0.0
K4P300E1,18,6,21,0,0,9,0.0,0.0
B33545E1,25,4,93,0,0,93,0.0,0.0
C13569E1,20,37,19,0,0,0,0.0,0.0
M33064E1,17,1,29,0,0,4,0.0,0.0
C81JIAE2,4,3,1,0,0,1,0.0,0.0
H61120E1,20,26,115,0,0,1,0.0,0.0
J5CCCEE1,18,22,29,0,0,16,0.0,0.0
F13O02E1,20,9,103,0,0,1,0.0,0.0
H3BDM3E1,5,3,118,0,0,118,0.0,0.0
B33548E1,23,8,93,0,0,93,0.0,0.0
C42307E1,7,37,37,0,0,1,0.0,0.0
G53LCTE1,4,27,13,0,0,0,0.0,0.0
H22V02E1,13,9,75,0,0,1,0.0,0.0
G13PR2E1,18,8,7,0,0,1,0.0,0.0
F13X03E1,14,27,104,0,0,8,0.0,0.0
R81022E1,9,35,33,0,0,12,0.0,0.0
H2CT01E1,15,31,95,0,0,57,0.0,0.0
M3B057E1,26,15,28,0,0,0,0.0,0.0
F12X02E1,1,7,65,0,0,64,0.0,0.0
F13P05E1,9,23,8,0,0,8,0.0,0.0
H2CH05E1,13,12,92,0,0,28,0.0,0.0
M13468E1,6,33,1,0,0,0,0.0,0.0
R22212E1,21,1,25,0,0,2,0.0,0.0
G52OBJE1,18,27,61,0,0,1,0.0,0.0
F331S2E1,21,25,82,0,0,81,0.0,0.0
G5P002E1,12,28,60,0,0,51,0.0,0.0
C13572E1,20,7,7,0,0,7,0.0,0.0
J1C112E1,17,22,37,0,0,20,0.0,0.0
F321Q2E1,12,9,98,0,0,25,0.0,0.0
F13O01E1,2,13,44,0,0,3,0.0,0.0
F13I03E1,19,5,15,0,0,1,0.0,0.0
G5BAIPE1,3,5,31,0,0,10,0.0,0.0
H62131E1,7,37,97,0,0,48,0.0,0.0
F12P01E1,21,25,160,0,0,2,0.0,0.0
J5BSTME1,20,24,42,0,0,0,0.0,0.0
G11MA1E1,3,5,172,0,0,6,0.0,0.0
C43511E1,8,4,38,0,0,15,0.0,0.0
F13I01E1,22,24,144,0,0,14,0.0,0.0
HG3S5EE1,13,10,19,0,0,5,0.0,0.0
HG3J5GE1,2,12,8,0,0,6,0.0,0.0
R13001E1,15,13,36,0,0,9,0.0,0.0
F13P03E1,9,1,44,0,0,29,0.0,0.0
F331Z8E1,9,13,9,0,0,0,0.0,0.0
K1AHRSE1,9,36,53,0,0,53,0.0,0.0
HG3J5AE1,6,1,29,0,0,0,0.0,0.0
F331S9E1,5,33,22,0,0,3,0.0,0.0
F311M1E1,6,1,161,0,0,142,0.0,0.0
H7BMACE1,8,34,24,0,0,2,0.0,0.0
H3CTSEE1,9,34,11,0,0,0,0.0,0.0
K1ATS1E1,6,34,54,0,0,53,0.0,0.0
C13565E1,21,35,19,0,0,6,0.0,0.0
B33549E1,2,6,93,0,0,186,0.0,0.0
H8B045E1,7,30,63,0,0,0,0.0,0.0
C73507E1,4,3,40,0,0,29,0.0,0.0
H62160E1,5,3,99,0,0,0,0.0,0.0
G13AL4E1,13,8,11,0,0,11,0.0,0.0
J1C227E1,13,5,17,0,0,1,0.0,0.0
C82DUAE1,8,34,12,0,0,4,0.0,0.0
G5BGRAE1,6,1,53,0,0,1,0.0,0.0
F331N3E1,23,23,65,0,0,65,0.0,0.0
B31101E1,21,4,107,0,0,107,0.0,0.0
H3CFRCE1,24,31,42,0,0,0,0.0,0.0
H3CMECE1,2,22,23,0,0,6,0.0,0.0
J1B111E1,2,5,56,0,0,0,0.0,0.0
F3B1B3E1,1,7,40,0,0,43,0.0,0.0
F331O6E1,23,10,26,0,0,22,0.0,0.0
H83024E1,24,22,67,0,0,3,0.0,0.0
G111MCE1,17,31,3,0,0,1,0.0,0.0
Q83108E1,20,15,1,0,0,0,0.0,0.0
D23336E1,25,8,7,0,0,0,0.0,0.0
H6C152E1,16,30,44,0,0,0,0.0,0.0
H3CENIE1,22,24,42,0,0,14,0.0,0.0
H3CFM3E1,15,1,4,0,0,0,0.0,0.0
C12332E1,23,6,48,0,0,8,0.0,0.0
G13LO1E1,26,15,47,0,0,9,0.0,0.0
EN00C1E1,18,28,18,0,0,16,0.0,0.0
H3CNUEE1,18,28,33,0,0,4,0.0,0.0
V13108E1,23,27,11,0,0,0,0.0,0.0
J1A110E1,20,4,43,0,0,43,0.0,0.0
M1B357E1,9,35,22,0,0,6,0.0,0.0
H22S02E1,24,13,75,0,0,1,0.0,0.0
HG2S3EE1,1,33,23,0,0,46,0.0,0.0
H31BDAE1,20,28,127,0,0,125,0.0,0.0
F321S6E1,17,9,18,0,0,8,0.0,0.0
C11105E1,21,25,163,0,0,47,0.0,0.0
HG1EM0E1,15,30,58,0,0,17,0.0,0.0
H3AFM1E1,13,13,102,0,0,17,0.0,0.0
G53RDBE1,21,10,14,0,0,12,0.0,0.0
J1A111E1,6,23,44,0,0,39,0.0,0.0
H82046E1,6,9,63,0,0,1,0.0,0.0
H2CS05E1,17,10,39,0,0,29,0.0,0.0
H31DM1E1,18,9,125,0,0,6,0.0,0.0
EN00P3E1,6,15,25,0,0,0,0.0,0.0
H2CV03E1,4,6,16,0,0,2,0.0,0.0
F13I06E1,10,6,1,0,0,1,0.0,0.0
H21H01E1,18,28,80,0,0,77,0.0,0.0
L81122E1,5,3,104,0,0,33,0.0,0.0
HG1J1AE1,15,30,23,0,0,0,0.0,0.0
HG2J3AE1,15,8,29,0,0,28,0.0,0.0
HG1J1BE1,22,1,24,0,0,0,0.0,0.0
J1B113E1,14,15,47,0,0,0,0.0,0.0
F321E4E1,22,22,13,0,0,0,0.0,0.0
F321T2E1,26,1,95,0,0,6,0.0,0.0
H21B00E1,6,1,90,0,0,0,0.0,0.0
H72LOGE1,6,37,23,0,0,6,0.0,0.0
H31ENCE1,11,1,97,0,0,1,0.0,0.0
H2CH04E1,1,4,17,0,0,2,0.0,0.0
F321Z3E1,3,5,106,0,0,38,0.0,0.0
J1B115E1,19,15,11,0,0,0,0.0,0.0
H5C142E1,22,33,31,0,0,8,0.0,0.0
B32325E1,2,13,110,0,0,0,0.0,0.0
B12302E1,13,13,16,0,0,0,0.0,0.0
B12320E1,4,3,6,0,0,0,0.0,0.0
J52EMME1,13,12,36,0,0,32,0.0,0.0
J1B203E1,7,27,11,0,0,0,0.0,0.0
J51R01E1,11,9,104,0,0,6,0.0,0.0
H71EMPE1,6,13,61,0,0,3,0.0,0.0
B12303E1,6,25,16,0,0,6,0.0,0.0
B32322E1,12,27,110,0,0,110,0.0,0.0
V13159E1,26,15,10,0,0,0,0.0,0.0
H2CG03E1,20,26,43,0,0,14,0.0,0.0
H81022E1,20,22,64,0,0,1,0.0,0.0
HG2J3DE1,24,31,27,0,0,23,0.0,0.0
H82006E1,15,24,61,0,0,1,0.0,0.0
H82024E1,2,28,60,0,0,0,0.0,0.0
H8A009E1,6,26,105,0,0,43,0.0,0.0
H2CM04E1,6,1,81,0,0,0,0.0,0.0
J1A202E1,2,25,44,0,0,39,0.0,0.0
H5C113E1,7,1,57,0,0,1,0.0,0.0
HG2J4AE1,13,6,28,0,0,28,0.0,0.0
H7CSIME1,18,28,12,0,0,1,0.0,0.0
H81050E1,13,37,62,0,0,9,0.0,0.0
J1A203E1,13,6,48,0,0,43,0.0,0.0
J1A102E1,18,1,45,0,0,0,0.0,0.0
H2CS06E1,26,15,50,0,0,0,0.0,0.0
HGBEM4E1,24,1,17,0,0,0,0.0,0.0
EN00P7E1,4,1,22,0,0,0,0.0,0.0
H7ACS1E1,24,22,92,0,0,3,0.0,0.0
EN00P1E1,22,30,21,0,0,16,0.0,0.0
F321T6E1,19,1,18,0,0,6,0.0,0.0
H51140E1,7,33,101,0,0,26,0.0,0.0
G12MM1E1,24,22,109,0,0,0,0.0,0.0
F13O06E1,21,7,1,0,0,1,0.0,0.0
B32326E1,23,37,110,0,0,0,0.0,0.0
H3CDMSE1,12,9,49,0,0,1,0.0,0.0
H71MS1E1,11,9,28,0,0,4,0.0,0.0
B32321E1,8,31,119,0,0,0,0.0,0.0
EN00P5E1,8,4,26,0,0,0,0.0,0.0
J1B116E1,22,24,11,0,0,0,0.0,0.0
K1BTMSE1,18,36,51,0,0,0,0.0,0.0
HG3S5FE1,8,4,11,0,0,0,0.0,0.0
B32327E1,21,25,110,0,0,110,0.0,0.0
G12AN1E1,3,5,103,0,0,103,0.0,0.0
H72NNSE1,6,13,65,0,0,49,0.0,0.0
J1B109E1,25,28,47,0,0,65,0.0,0.0
B12301E1,23,30,16,0,0,0,0.0,0.0
G13MM2E1,15,31,29,0,0,3,0.0,0.0
F311B1E1,1,7,43,0,0,63,0.0,0.0
H3CPOEE1,14,12,38,0,0,1,0.0,0.0
C12331E1,15,31,14,0,0,5,0.0,0.0
J1B117E1,9,35,59,0,0,33,0.0,0.0
D22227E1,1,7,1,0,0,0,0.0,0.0
C12329E1,2,6,11,0,0,0,0.0,0.0
J1C111E1,19,27,35,0,0,0,0.0,0.0
J51IMAE1,26,15,47,0,0,8,0.0,0.0
HG1S1CE1,26,15,18,0,0,12,0.0,0.0
H6C162E1,22,24,60,0,0,18,0.0,0.0
H8C019E1,20,26,58,0,0,5,0.0,0.0
H7CEPDE1,26,15,21,0,0,0,0.0,0.0
B13103E1,23,23,8,0,0,0,0.0,0.0
C11101E1,3,5,145,0,0,28,0.0,0.0
J1C116E1,25,8,10,0,0,0,0.0,0.0
G5P005E1,20,26,56,0,0,47,0.0,0.0
C81JIAE1,24,22,1,0,0,0,0.0,0.0
F12I02E1,6,1,122,0,0,1,0.0,0.0
J1C122E1,15,31,10,0,0,0,0.0,0.0
G13AN4E1,24,22,7,0,0,0,0.0,0.0
J1C125E1,21,25,11,0,0,11,0.0,0.0
H8C002E1,4,4,33,0,0,0,0.0,0.0
H7CSERE1,6,1,20,0,0,0,0.0,0.0
H22C20E1,22,24,143,0,0,38,0.0,0.0
F321Q6E1,13,13,18,0,0,5,0.0,0.0
H33MI2E1,4,4,75,0,0,0,0.0,0.0
G51MC1E1,6,1,65,0,0,1,0.0,0.0
M3A002E1,4,4,155,0,0,0,0.0,0.0
Q8B074E1,9,35,8,0,0,2,0.0,0.0
B31103E1,2,6,107,0,0,107,0.0,0.0
G12AL1E1,1,7,109,0,0,102,0.0,0.0
F11P01E1,5,3,88,0,0,45,0.0,0.0
C12328E1,9,35,32,0,0,13,0.0,0.0
C1P001E1,22,24,6,0,0,0,0.0,0.0
J1C106E1,19,27,20,0,0,11,0.0,0.0
C72303E1,15,31,50,0,0,0,0.0,0.0
H63122E1,4,4,97,0,0,27,0.0,0.0
G12ME1E1,15,31,108,0,0,0,0.0,0.0
C52303E1,19,27,12,0,0,4,0.0,0.0
H3BMDYE1,26,15,106,0,0,4,0.0,0.0
H8C043E1,23,23,34,0,0,0,0.0,0.0
J5BSMAE1,2,6,14,0,0,12,0.0,0.0
B31105E1,18,28,107,0,0,0,0.0,0.0
V13103E1,2,6,12,0,0,2,0.0,0.0
F13I05E1,6,1,1,0,0,0,0.0,0.0
F12O01E1,26,15,29,0,0,2,0.0,0.0
H7CSURE1,20,26,17,0,0,10,0.0,0.0
G51DSDE1,20,26,55,0,0,25,0.0,0.0
B31107E1,8,34,108,0,0,1,0.0,0.0
H72ENTE1,15,31,17,0,0,2,0.0,0.0
H3BMS2E1,3,5,124,0,0,121,0.0,0.0
C12333E1,5,3,15,0,0,0,0.0,0.0
L11110E1,22,24,57,0,0,57,0.0,0.0
HG2J3BE1,9,35,119,0,0,70,0.0,0.0
G51HOCE1,18,28,28,0,0,28,0.0,0.0
H72IRNE1,26,15,68,0,0,49,0.0,0.0
C82OUAE1,9,35,3,0,0,1,0.0,0.0
G111GAE1,24,22,71,0,0,7,0.0,0.0
K1APADE1,21,25,59,0,0,3,0.0,0.0
C13571E1,12,9,8,0,0,7,0.0,0.0
H8B040E1,12,9,68,0,0,1,0.0,0.0
Q8B341E1,18,28,7,0,0,1,0.0,0.0
M3B031E1,21,25,58,0,0,5,0.0,0.0
Q81011E1,19,27,2,0,0,0,0.0,0.0
F321C6E1,9,3,11,0,0,16,0.0,0.0
R81003E1,26,15,28,0,0,2,0.0,0.0
C8CXCEE1,20,26,16,0,0,5,0.0,0.0
V12148E1,3,5,24,0,0,8,0.0,0.0
L83121E1,13,13,8,0,0,1,0.0,0.0
V6B335E1,18,28,1,0,0,0,0.0,0.0
M13367E1,6,1,8,0,0,0,0.0,0.0
M31012E1,11,33,168,0,0,168,0.0,0.0
R83052E1,23,23,23,0,0,0,0.0,0.0
F321Q9E1,18,28,9,0,0,0,0.0,0.0
L13503E1,14,12,42,0,0,0,0.0,0.0
LKA1SAE1,26,15,21,0,0,3,0.0,0.0
V73127E1,4,35,15,0,0,15,0.0,0.0
R83054E1,2,33,2,0,0,0,0.0,0.0
K1AEU1E1,1,6,53,0,0,52,0.0,0.0
LKA1IAE1,14,12,11,0,0,2,0.0,0.0
AAA034E1,6,1,26,0,0,3,0.0,0.0
V82113E1,2,6,43,0,0,49,0.0,0.0
V43103E1,10,37,15,0,0,0,0.0,0.0
R83046E1,26,15,18,0,0,0,0.0,0.0
R13011E1,17,10,21,0,0,5,0.0,0.0
C12338E1,19,27,57,0,0,6,0.0,0.0
V6B306E1,6,36,16,0,0,1,0.0,0.0
V13125E1,21,36,4,0,0,2,0.0,0.0
V13163E1,26,1,3,0,0,1,0.0,0.0
Q13017E1,5,1,2,0,0,0,0.0,0.0
R43149E1,19,15,8,0,0,0,0.0,0.0
Q83144E1,9,8,6,0,0,0,0.0,0.0
R83051E1,16,28,11,0,0,7,0.0,0.0
R13022E1,5,3,19,0,0,8,0.0,0.0
L12302E1,5,3,107,0,0,8,0.0,0.0
L11120E1,17,10,89,0,0,34,0.0,0.0
Q32302E1,12,31,55,0,0,3,0.0,0.0
V72121E1,24,22,42,0,0,1,0.0,0.0
M1B351E1,17,10,11,0,0,7,0.0,0.0
R83043E1,20,26,25,0,0,8,0.0,0.0
HGCEMAE1,26,15,46,0,0,0,0.0,0.0
V73232E1,6,37,29,0,0,9,0.0,0.0
M1B372E1,19,28,33,0,0,4,0.0,0.0
Q33308E1,19,27,48,0,0,31,0.0,0.0
V13214E1,9,37,16,0,0,0,0.0,0.0
V6B313E1,10,12,5,0,0,1,0.0,0.0
R13015E1,19,22,9,0,0,0,0.0,0.0
V42143E1,26,34,10,0,0,0,0.0,0.0
V13169E1,19,8,8,0,0,5,0.0,0.0
Q13013E1,21,33,1,0,0,0,0.0,0.0
R13009E1,13,1,6,0,0,4,0.0,0.0
Q33211E1,3,5,56,0,0,5,0.0,0.0
V6B310E1,6,1,1,0,0,0,0.0,0.0
L83118E1,26,15,24,0,0,1,0.0,0.0
R13005E1,26,15,27,0,0,9,0.0,0.0
Q8B056E1,6,1,87,0,0,6,0.0,0.0
N1B404E1,24,22,30,0,0,14,0.0,0.0
Q82028E1,4,5,6,0,0,0,0.0,0.0
R43146E1,13,7,4,0,0,0,0.0,0.0
Q83110E1,2,3,1,0,0,2,0.0,0.0
R82025E1,13,13,25,0,0,6,0.0,0.0
V42112E1,24,22,28,0,0,1,0.0,0.0
R43152E1,1,1,4,0,0,1,0.0,0.0
R13021E1,21,28,26,0,0,0,0.0,0.0
K1BCSTE1,12,8,48,0,0,0,0.0,0.0
V13111E1,4,3,13,0,0,2,0.0,0.0
R83056E1,16,6,1,0,0,0,0.0,0.0
W32F10E1,13,31,15,0,0,0,0.0,0.0
R4B107E1,15,31,11,0,0,3,0.0,0.0
M12365E1,26,15,41,0,0,0,0.0,0.0
Q83198E1,4,5,1,0,0,1,0.0,0.0
M1B355E1,24,22,29,0,0,1,0.0,0.0
LKA1JAE1,22,35,6,0,0,3,0.0,0.0
R12025E1,5,3,16,0,0,3,0.0,0.0
V13197E1,6,6,9,0,0,1,0.0,0.0
V13185E1,18,10,13,0,0,2,0.0,0.0
L83112E1,5,36,42,0,0,0,0.0,0.0
Q3A307E1,24,22,26,0,0,0,0.0,0.0
R82022E1,3,5,18,0,0,4,0.0,0.0
L12310E1,23,8,21,0,0,1,0.0,0.0
M3B049E1,19,6,9,0,0,0,0.0,0.0
Q33307E1,21,25,51,0,0,34,0.0,0.0
V13104E1,12,1,6,0,0,1,0.0,0.0
V72119E1,13,10,19,0,0,3,0.0,0.0
