exam,Exam Block,slot,size,b2bs,confs,2i3s,score,score_norm
R4B107E1,13,37,11,1,0,0,1.0,0.09090909090909091
J1B116E1,13,13,11,1,0,2,1.0,0.09090909090909091
L13510E1,22,7,11,1,0,0,1.0,0.09090909090909091
V83138E1,2,37,11,1,0,0,1.0,0.09090909090909091
H51100E1,12,33,114,10,0,0,10.0,0.08771929824561403
F321T2E1,17,30,95,8,0,1,8.0,0.08421052631578947
V12143E1,12,33,36,3,0,3,3.0,0.08333333333333333
V6A100E1,1,37,96,8,0,0,8.0,0.08333333333333333
H7CSIME1,19,6,12,1,0,0,1.0,0.08333333333333333
LK10SAE1,20,10,74,6,0,5,6.0,0.08108108108108109
N1B422E1,13,13,25,2,0,0,2.0,0.08
R82025E1,20,10,25,2,0,6,2.0,0.08
F311X2E1,1,34,25,2,0,11,2.0,0.08
H2CS06E1,1,3,50,4,0,1,4.0,0.08
L31004E1,2,37,88,7,0,0,7.0,0.07954545454545454
F13O02E1,5,12,103,8,0,2,8.0,0.07766990291262135
V13185E1,13,13,13,1,0,0,1.0,0.07692307692307693
Q4A210E1,19,36,39,3,0,12,3.0,0.07692307692307693
Q4B104E1,13,13,14,1,0,0,1.0,0.07142857142857142
Q81016E1,4,4,14,1,0,12,1.0,0.07142857142857142
AAA022E1,10,31,28,2,0,4,2.0,0.07142857142857142
H62160E1,20,10,99,7,0,0,7.0,0.0707070707070707
M33064E1,6,6,29,2,0,16,2.0,0.06896551724137931
H8C019E1,2,37,58,4,0,0,4.0,0.06896551724137931
M1B355E1,6,6,29,2,0,3,2.0,0.06896551724137931
L81112E1,6,6,89,6,0,23,6.0,0.06741573033707865
N1B404E1,2,37,30,2,0,0,2.0,0.06666666666666667
V43103E1,2,34,15,1,0,9,1.0,0.06666666666666667
AA3008E1,8,27,31,2,0,0,2.0,0.06451612903225806
F311T1E1,20,10,175,11,0,0,11.0,0.06285714285714286
LK10RAE1,19,36,16,1,0,0,1.0,0.0625
Q81009E1,17,30,16,1,0,0,1.0,0.0625
V43112E1,7,9,16,1,0,1,1.0,0.0625
R21101E1,20,10,96,6,0,0,6.0,0.0625
M33060E1,1,34,82,5,0,12,5.0,0.06097560975609756
LK10GAE1,7,9,50,3,0,13,3.0,0.06
V6B329E1,7,3,17,1,0,0,1.0,0.058823529411764705
LK10IAE1,19,36,53,3,0,14,3.0,0.05660377358490566
R83046E1,7,9,18,1,0,1,1.0,0.05555555555555555
M1B363E1,1,34,37,2,0,8,2.0,0.05405405405405406
V41112E1,12,33,19,1,0,2,1.0,0.05263157894736842
C13565E1,8,27,19,1,0,0,1.0,0.05263157894736842
R13007E1,19,36,20,1,0,7,1.0,0.05
C8CXCHE1,2,37,20,1,0,0,1.0,0.05
V61110E1,7,9,62,3,0,4,3.0,0.04838709677419355
G51MC1E1,20,10,65,3,0,24,3.0,0.046153846153846156
Q8B056E1,10,31,87,4,0,21,4.0,0.04597701149425287
R23111E1,7,9,22,1,0,1,1.0,0.045454545454545456
L82120E1,12,33,46,2,0,0,2.0,0.043478260869565216
H72LOGE1,17,30,23,1,0,7,1.0,0.043478260869565216
HG2S3EE1,5,9,23,1,0,1,1.0,0.043478260869565216
G11AS1E1,7,9,69,3,0,55,3.0,0.043478260869565216
Q81003E1,12,33,47,2,0,2,2.0,0.0425531914893617
L11101E1,22,7,189,8,0,27,8.0,0.042328042328042326
Q33308E1,20,10,48,2,0,2,2.0,0.041666666666666664
K1BCSTE1,18,28,48,2,0,0,2.0,0.041666666666666664
G111VBE1,13,13,24,1,0,9,1.0,0.041666666666666664
V6B336E1,12,33,24,1,0,16,1.0,0.041666666666666664
K1BBS1E1,21,3,48,2,0,0,2.0,0.041666666666666664
V12148E1,19,36,24,1,0,0,1.0,0.041666666666666664
H62131E1,6,6,97,4,0,87,4.0,0.041237113402061855
H71IWEE1,12,33,97,4,0,76,4.0,0.041237113402061855
H3BMS2E1,20,10,124,5,0,15,5.0,0.04032258064516129
R22212E1,1,34,25,1,0,7,1.0,0.04
L3B036E1,7,9,25,1,0,3,1.0,0.04
R13021E1,20,10,26,1,0,5,1.0,0.038461538461538464
R12005E1,17,30,26,1,0,8,1.0,0.038461538461538464
AAA034E1,7,9,26,1,0,1,1.0,0.038461538461538464
L82121E1,1,37,26,1,0,0,1.0,0.038461538461538464
L3B026E1,1,34,26,1,0,7,1.0,0.038461538461538464
R13005E1,1,34,27,1,0,10,1.0,0.037037037037037035
H2CM04E1,6,6,81,3,0,9,3.0,0.037037037037037035
G51DSDE1,12,33,55,2,0,11,2.0,0.03636363636363636
Q32302E1,17,30,55,2,0,4,2.0,0.03636363636363636
V12135E1,4,4,28,1,0,7,1.0,0.03571428571428571
V11111E1,13,13,114,4,0,14,4.0,0.03508771929824561
L11110E1,10,31,57,2,0,56,2.0,0.03508771929824561
M31001E1,7,9,171,6,0,4,6.0,0.03508771929824561
F11P01E1,17,30,88,3,0,1,3.0,0.03409090909090909
K41210E1,2,3,30,1,0,0,1.0,0.03333333333333333
L3B021E1,19,36,30,1,0,8,1.0,0.03333333333333333
G52ALGE1,21,3,62,2,0,3,2.0,0.03225806451612903
H5C142E1,7,9,31,1,0,2,1.0,0.03225806451612903
N13304E1,4,4,125,4,0,18,4.0,0.032
L13507E1,19,36,64,2,0,2,2.0,0.03125
G111ACE1,2,37,34,1,0,0,1.0,0.029411764705882353
V42133E1,6,6,34,1,0,3,1.0,0.029411764705882353
L3B015E1,13,13,34,1,0,1,1.0,0.029411764705882353
G11MA1E1,22,7,172,5,0,57,5.0,0.029069767441860465
H8C039E1,20,10,69,2,0,63,2.0,0.028985507246376812
F13X03E1,21,3,104,3,0,0,3.0,0.028846153846153848
L3B049E1,22,7,35,1,0,5,1.0,0.02857142857142857
R12008E1,1,34,35,1,0,9,1.0,0.02857142857142857
L12404E1,22,7,105,3,0,6,3.0,0.02857142857142857
C42307E1,20,10,37,1,0,17,1.0,0.02702702702702703
H3CPOEE1,21,7,38,1,0,3,1.0,0.02631578947368421
N11102E1,19,36,155,4,0,26,4.0,0.025806451612903226
G13ST6E1,8,27,39,1,0,0,1.0,0.02564102564102564
Q8B063E1,20,10,40,1,0,3,1.0,0.025
F331S2E1,17,30,82,2,0,8,2.0,0.024390243902439025
M31006E1,20,10,82,2,0,42,2.0,0.024390243902439025
N1A110E1,19,36,83,2,0,4,2.0,0.024096385542168676
L82125E1,22,7,83,2,0,6,2.0,0.024096385542168676
F11P02E1,22,7,129,3,0,2,3.0,0.023255813953488372
H7CFAME1,12,33,43,1,0,19,1.0,0.023255813953488372
N1B405E1,20,10,45,1,0,7,1.0,0.022222222222222223
F311V1E1,10,28,47,1,0,56,1.0,0.02127659574468085
F311Z1E1,17,30,144,3,0,40,3.0,0.020833333333333332
H63122E1,10,31,97,2,0,57,2.0,0.020618556701030927
L3C086E1,5,12,50,1,0,10,1.0,0.02
G12AN1E1,4,4,103,2,0,94,2.0,0.019417475728155338
Q8A310E1,13,13,52,1,0,2,1.0,0.019230769230769232
F311E1E1,6,6,106,2,0,103,2.0,0.018867924528301886
L12302E1,1,34,107,2,0,3,2.0,0.018691588785046728
G12AL1E1,2,37,109,2,0,0,2.0,0.01834862385321101
Q33211E1,17,30,56,1,0,2,1.0,0.017857142857142856
G12ST1E1,7,9,112,2,0,7,2.0,0.017857142857142856
L11150E1,13,13,56,1,0,21,1.0,0.017857142857142856
F12O02E1,6,6,114,2,0,1,2.0,0.017543859649122806
H61120E1,17,30,115,2,0,0,2.0,0.017391304347826087
G111CCE1,13,13,59,1,0,1,1.0,0.01694915254237288
H3BDM3E1,17,37,118,2,0,0,2.0,0.01694915254237288
H7BMOQE1,6,6,120,2,0,10,2.0,0.016666666666666666
G5P002E1,18,28,60,1,0,9,1.0,0.016666666666666666
M3B030E1,22,7,184,3,0,9,3.0,0.016304347826086956
L31097E1,7,9,62,1,0,7,1.0,0.016129032258064516
H81022E1,5,12,64,1,0,0,1.0,0.015625
C81HDAE1,4,4,194,3,0,40,3.0,0.015463917525773196
H7CMSGE1,13,13,66,1,0,0,1.0,0.015151515151515152
H83024E1,5,12,67,1,0,128,1.0,0.014925373134328358
H2CP01E1,20,10,71,1,0,2,1.0,0.014084507042253521
H21H01E1,13,13,80,1,0,72,1.0,0.0125
N11103E1,4,4,90,1,0,3,1.0,0.011111111111111112
F321M1E1,21,3,94,1,0,8,1.0,0.010638297872340425
C41101E1,20,10,102,1,0,0,1.0,0.00980392156862745
H3AFM1E1,5,12,102,1,0,26,1.0,0.00980392156862745
N12203E1,10,31,102,1,0,31,1.0,0.00980392156862745
H3BMDYE1,1,34,106,1,0,33,1.0,0.009433962264150943
N1B201E1,6,6,120,1,0,9,1.0,0.008333333333333333
F13I01E1,19,36,144,1,0,4,1.0,0.006944444444444444
M3A002E1,5,12,155,1,0,1,1.0,0.0064516129032258064
V13104E1,18,28,6,0,0,0,0.0,0.0
Q31301E1,4,4,80,0,0,13,0.0,0.0
V42117E1,1,12,15,0,0,3,0.0,0.0
V73233E1,18,6,7,0,0,0,0.0,0.0
L13520E1,5,12,15,0,0,5,0.0,0.0
R23216E1,18,28,11,0,0,0,0.0,0.0
Q83168E1,13,13,5,0,0,2,0.0,0.0
V43239E1,23,24,17,0,0,4,0.0,0.0
Q8B341E1,5,6,7,0,0,1,0.0,0.0
R11002E1,4,4,89,0,0,6,0.0,0.0
V13177E1,18,7,10,0,0,4,0.0,0.0
R43204E1,5,12,15,0,0,5,0.0,0.0
Q8B045E1,6,6,14,0,0,0,0.0,0.0
HGBEM3E1,10,31,340,0,0,38,0.0,0.0
Q4A106E1,23,24,11,0,0,4,0.0,0.0
F321S6E1,4,4,18,0,0,9,0.0,0.0
V12139E1,23,24,9,0,0,10,0.0,0.0
V73127E1,8,27,15,0,0,0,0.0,0.0
L83121E1,21,3,8,0,0,0,0.0,0.0
H7BEGDE1,7,28,65,0,0,27,0.0,0.0
H2CH05E1,12,33,92,0,0,33,0.0,0.0
V13125E1,8,27,4,0,0,0,0.0,0.0
Q83184E1,17,12,11,0,0,2,0.0,0.0
R12026E1,12,28,15,0,0,9,0.0,0.0
V43125E1,13,27,10,0,0,0,0.0,0.0
L13521E1,21,3,20,0,0,1,0.0,0.0
R43152E1,18,28,4,0,0,0,0.0,0.0
F321Q9E1,16,22,9,0,0,9,0.0,0.0
EN00P7E1,18,9,22,0,0,0,0.0,0.0
F321E4E1,8,9,13,0,0,4,0.0,0.0
Q4A219E1,2,30,7,0,0,0,0.0,0.0
C72303E1,5,12,50,0,0,13,0.0,0.0
LKB2GAE1,16,22,24,0,0,7,0.0,0.0
V43133E1,5,12,22,0,0,2,0.0,0.0
F321T6E1,18,28,18,0,0,0,0.0,0.0
M1B382E1,17,30,13,0,0,1,0.0,0.0
R22204E1,5,4,8,0,0,0,0.0,0.0
Q83142E1,7,4,13,0,0,1,0.0,0.0
Q82024E1,17,33,5,0,0,3,0.0,0.0
V13111E1,8,9,13,0,0,3,0.0,0.0
V6B333E1,5,12,5,0,0,0,0.0,0.0
R13014E1,20,4,11,0,0,1,0.0,0.0
R13015E1,12,32,9,0,0,5,0.0,0.0
M1B373E1,15,15,34,0,0,30,0.0,0.0
H72IRNE1,3,1,68,0,0,48,0.0,0.0
R4B209E1,8,27,1,0,0,0,0.0,0.0
V73232E1,1,34,29,0,0,2,0.0,0.0
V73128E1,5,12,16,0,0,10,0.0,0.0
C82CUAE1,4,4,95,0,0,2,0.0,0.0
R43146E1,8,27,4,0,0,0,0.0,0.0
J1B109E1,5,12,47,0,0,0,0.0,0.0
H22C20E1,13,13,143,0,0,21,0.0,0.0
AAA011E1,9,26,14,0,0,7,0.0,0.0
Q8B094E1,23,24,42,0,0,14,0.0,0.0
R23105E1,16,22,7,0,0,0,0.0,0.0
H7CFOOE1,23,24,41,0,0,14,0.0,0.0
R23102E1,11,32,50,0,0,31,0.0,0.0
R23107E1,21,3,12,0,0,3,0.0,0.0
Q82031E1,11,32,3,0,0,0,0.0,0.0
N1A104E1,23,24,62,0,0,24,0.0,0.0
R23117E1,1,34,24,0,0,28,0.0,0.0
R13012E1,15,15,26,0,0,12,0.0,0.0
V73MD1E1,10,31,29,0,0,0,0.0,0.0
R13101E1,23,24,2,0,0,0,0.0,0.0
J5BSTME1,13,13,42,0,0,19,0.0,0.0
L13505E1,13,14,68,0,0,44,0.0,0.0
B31101E1,8,27,107,0,0,0,0.0,0.0
M31012E1,11,32,168,0,0,28,0.0,0.0
L83118E1,16,22,24,0,0,0,0.0,0.0
C42304E1,1,34,63,0,0,13,0.0,0.0
R22101E1,16,22,66,0,0,22,0.0,0.0
M11351E1,15,15,78,0,0,22,0.0,0.0
V12121E1,16,22,14,0,0,4,0.0,0.0
L83112E1,11,32,42,0,0,12,0.0,0.0
V82110E1,9,26,50,0,0,12,0.0,0.0
C82HUAE1,18,28,12,0,0,10,0.0,0.0
R23209E1,16,22,17,0,0,2,0.0,0.0
J1C106E1,2,37,20,0,0,0,0.0,0.0
J1C116E1,5,12,10,0,0,10,0.0,0.0
Q13017E1,2,37,2,0,0,0,0.0,0.0
B33541E1,8,12,93,0,0,93,0.0,0.0
B33544E1,18,9,93,0,0,0,0.0,0.0
K43100E1,21,34,28,0,0,0,0.0,0.0
L13503E1,5,12,42,0,0,58,0.0,0.0
EN00P1E1,8,27,21,0,0,0,0.0,0.0
R83056E1,18,28,1,0,0,0,0.0,0.0
V12115E1,16,22,13,0,0,1,0.0,0.0
K1APADE1,13,13,59,0,0,1,0.0,0.0
F311X1E1,3,1,37,0,0,0,0.0,0.0
Q83170E1,8,27,2,0,0,0,0.0,0.0
V13214E1,21,3,16,0,0,0,0.0,0.0
V6B302E1,9,26,43,0,0,31,0.0,0.0
V6B306E1,2,37,16,0,0,0,0.0,0.0
V6B307E1,16,22,15,0,0,3,0.0,0.0
V6B308E1,14,14,18,0,0,1,0.0,0.0
Q33307E1,23,24,51,0,0,3,0.0,0.0
V43117E1,16,22,6,0,0,5,0.0,0.0
V42143E1,22,3,10,0,0,0,0.0,0.0
H7CHCME1,3,1,25,0,0,0,0.0,0.0
Q13013E1,21,3,1,0,0,0,0.0,0.0
V11107E1,23,24,64,0,0,40,0.0,0.0
V6B310E1,8,27,1,0,0,0,0.0,0.0
Q8B076E1,15,15,5,0,0,3,0.0,0.0
V13152E1,14,14,4,0,0,0,0.0,0.0
H2CT01E1,9,26,95,0,0,34,0.0,0.0
W32H14E1,11,32,12,0,0,3,0.0,0.0
F311A1E1,19,36,52,0,0,6,0.0,0.0
V13169E1,14,14,8,0,0,1,0.0,0.0
Q8B075E1,21,3,5,0,0,1,0.0,0.0
R11004E1,3,1,138,0,0,0,0.0,0.0
J1C122E1,21,3,10,0,0,0,0.0,0.0
J1C125E1,14,14,11,0,0,10,0.0,0.0
J5BORME1,23,24,12,0,0,12,0.0,0.0
V13173E1,18,28,4,0,0,0,0.0,0.0
V13163E1,14,14,3,0,0,0,0.0,0.0
R43149E1,11,32,8,0,0,0,0.0,0.0
M1B351E1,18,28,11,0,0,2,0.0,0.0
C12333E1,23,24,15,0,0,4,0.0,0.0
V82C01E1,21,3,17,0,0,0,0.0,0.0
Q3B211E1,14,14,6,0,0,0,0.0,0.0
R4A101E1,23,24,68,0,0,37,0.0,0.0
M12365E1,23,24,41,0,0,17,0.0,0.0
M1B372E1,11,32,33,0,0,7,0.0,0.0
L82113E1,16,22,75,0,0,11,0.0,0.0
L12303E1,3,1,137,0,0,0,0.0,0.0
V6B335E1,18,28,1,0,0,0,0.0,0.0
V13119E1,23,24,20,0,0,3,0.0,0.0
V13155E1,14,14,3,0,0,0,0.0,0.0
R13009E1,23,24,6,0,0,1,0.0,0.0
V72AINE1,23,24,33,0,0,15,0.0,0.0
V83123E1,14,14,20,0,0,5,0.0,0.0
V7A101E1,16,22,83,0,0,9,0.0,0.0
M3A010E1,15,15,187,0,0,8,0.0,0.0
AAA024E1,23,24,31,0,0,13,0.0,0.0
R22102E1,11,32,24,0,0,12,0.0,0.0
M3B049E1,18,28,9,0,0,0,0.0,0.0
B33545E1,11,32,93,0,0,0,0.0,0.0
Q83144E1,8,27,6,0,0,0,0.0,0.0
R83052E1,1,34,23,0,0,12,0.0,0.0
V81103E1,7,9,4,0,0,0,0.0,0.0
V82111E1,3,1,21,0,0,0,0.0,0.0
N1B202E1,23,24,123,0,0,63,0.0,0.0
K1AEU1E1,16,22,53,0,0,0,0.0,0.0
G53FSPE1,11,32,49,0,0,3,0.0,0.0
R4A215E1,19,36,19,0,0,3,0.0,0.0
V12119E1,16,22,16,0,0,3,0.0,0.0
V43143E1,21,3,17,0,0,0,0.0,0.0
H22G06E1,18,28,9,0,0,3,0.0,0.0
Q4B102E1,6,6,22,0,0,1,0.0,0.0
V11105E1,16,22,66,0,0,35,0.0,0.0
V82113E1,1,34,43,0,0,29,0.0,0.0
V82115E1,11,32,50,0,0,31,0.0,0.0
R4A210E1,4,4,18,0,0,3,0.0,0.0
LKA1SAE1,13,13,21,0,0,6,0.0,0.0
AA2016E1,3,1,20,0,0,4,0.0,0.0
C8CXDLE1,5,12,5,0,0,0,0.0,0.0
L83123E1,21,3,8,0,0,0,0.0,0.0
L83120E1,8,27,14,0,0,0,0.0,0.0
C82DUAE1,14,14,12,0,0,0,0.0,0.0
L83122E1,5,12,13,0,0,12,0.0,0.0
AAB058E1,8,27,7,0,0,0,0.0,0.0
R83054E1,7,9,2,0,0,0,0.0,0.0
W32H16E1,17,30,13,0,0,4,0.0,0.0
W32H10E1,14,14,6,0,0,0,0.0,0.0
V83143E1,11,32,10,0,0,1,0.0,0.0
W32F10E1,21,3,15,0,0,3,0.0,0.0
V7A109E1,9,26,46,0,0,13,0.0,0.0
C81IAAE1,23,24,100,0,0,26,0.0,0.0
EN00C1E1,5,6,18,0,0,0,0.0,0.0
L12320E1,16,22,31,0,0,0,0.0,0.0
M13367E1,7,9,8,0,0,1,0.0,0.0
V41133E1,16,22,19,0,0,4,0.0,0.0
G111GAE1,15,15,71,0,0,19,0.0,0.0
Q81011E1,21,3,2,0,0,0,0.0,0.0
L31073E1,15,15,49,0,0,2,0.0,0.0
R8A011E1,14,14,8,0,0,0,0.0,0.0
C83XWHE1,14,14,20,0,0,9,0.0,0.0
M3B057E1,13,13,28,0,0,1,0.0,0.0
C8CXCEE1,11,32,16,0,0,0,0.0,0.0
R23009E1,3,1,10,0,0,3,0.0,0.0
R13044E1,3,1,6,0,0,0,0.0,0.0
R83051E1,19,36,11,0,0,8,0.0,0.0
R42103E1,23,24,36,0,0,5,0.0,0.0
C12338E1,5,12,57,0,0,55,0.0,0.0
M3B055E1,4,4,63,0,0,15,0.0,0.0
D21102E1,13,13,1,0,0,0,0.0,0.0
C8COUAE1,16,22,37,0,0,0,0.0,0.0
R43153E1,14,14,2,0,0,2,0.0,0.0
K4P100E1,14,14,16,0,0,0,0.0,0.0
N1B420E1,9,26,19,0,0,15,0.0,0.0
V42112E1,23,24,28,0,0,22,0.0,0.0
L13509E1,8,27,33,0,0,0,0.0,0.0
M3B062E1,11,32,12,0,0,6,0.0,0.0
V81105E1,11,32,21,0,0,20,0.0,0.0
L31005E1,9,26,68,0,0,24,0.0,0.0
L3B046E1,23,24,21,0,0,9,0.0,0.0
L3B030E1,9,26,27,0,0,9,0.0,0.0
C12332E1,3,1,48,0,0,9,0.0,0.0
LK10KBE1,4,4,6,0,0,2,0.0,0.0
G111VAE1,9,26,165,0,0,71,0.0,0.0
B31107E1,11,32,108,0,0,1,0.0,0.0
R23106E1,13,13,7,0,0,0,0.0,0.0
C82OUAE1,2,37,3,0,0,0,0.0,0.0
R83038E1,16,22,32,0,0,6,0.0,0.0
M33042E1,23,24,97,0,0,50,0.0,0.0
L11120E1,9,26,89,0,0,19,0.0,0.0
C82BCSE1,3,1,101,0,0,0,0.0,0.0
V81C17E1,8,27,3,0,0,0,0.0,0.0
LKB2SAE1,8,27,9,0,0,0,0.0,0.0
V11103E1,3,1,55,0,0,1,0.0,0.0
B11102E1,3,1,110,0,0,1,0.0,0.0
L13502E1,11,32,58,0,0,5,0.0,0.0
G5BAIPE1,19,36,31,0,0,7,0.0,0.0
G5BCCNE1,9,26,81,0,0,53,0.0,0.0
R83043E1,13,13,25,0,0,1,0.0,0.0
V41142E1,15,15,65,0,0,8,0.0,0.0
G5BDBSE1,14,14,61,0,0,0,0.0,0.0
R82028E1,4,4,10,0,0,0,0.0,0.0
R83036E1,9,26,12,0,0,2,0.0,0.0
R43148E1,21,3,1,0,0,0,0.0,0.0
R13023E1,3,1,14,0,0,0,0.0,0.0
C8CXPAE1,7,9,19,0,0,1,0.0,0.0
M33036E1,14,14,10,0,0,0,0.0,0.0
K4C120E1,2,37,42,0,0,0,0.0,0.0
M33074E1,18,28,48,0,0,4,0.0,0.0
Q8B044E1,18,28,3,0,0,0,0.0,0.0
M3B031E1,16,22,58,0,0,26,0.0,0.0
L81122E1,16,22,104,0,0,11,0.0,0.0
C12327E1,1,34,58,0,0,36,0.0,0.0
F13P01E1,11,32,111,0,0,20,0.0,0.0
R22110E1,14,14,28,0,0,5,0.0,0.0
N12403E1,9,26,81,0,0,44,0.0,0.0
N1A402E1,15,15,83,0,0,10,0.0,0.0
V81107E1,17,30,38,0,0,20,0.0,0.0
L12310E1,18,28,21,0,0,0,0.0,0.0
K42120E1,8,27,31,0,0,0,0.0,0.0
AAB025E1,2,37,15,0,0,0,0.0,0.0
K4C280E1,21,3,9,0,0,0,0.0,0.0
V71101E1,2,37,1,0,0,0,0.0,0.0
Q8P010E1,14,14,1,0,0,0,0.0,0.0
M13468E1,8,27,1,0,0,0,0.0,0.0
R81003E1,16,22,28,0,0,5,0.0,0.0
G51HOCE1,5,12,28,0,0,24,0.0,0.0
F311M1E1,4,4,161,0,0,108,0.0,0.0
R11001E1,9,26,191,0,0,52,0.0,0.0
L83160E1,14,14,82,0,0,13,0.0,0.0
R12024E1,14,14,5,0,0,2,0.0,0.0
M33059E1,4,4,30,0,0,2,0.0,0.0
L82124E1,21,3,1,0,0,0,0.0,0.0
V12131E1,9,26,21,0,0,5,0.0,0.0
LKA1JAE1,16,22,6,0,0,1,0.0,0.0
L12330E1,18,28,35,0,0,0,0.0,0.0
V12123E1,16,22,32,0,0,11,0.0,0.0
V12129E1,4,4,12,0,0,3,0.0,0.0
C12321E1,14,14,68,0,0,41,0.0,0.0
K4C290E1,14,14,8,0,0,0,0.0,0.0
L82132E1,13,13,36,0,0,1,0.0,0.0
F11O02E1,9,26,112,0,0,4,0.0,0.0
G11MA2E1,18,28,40,0,0,40,0.0,0.0
L3C064E1,14,14,18,0,0,0,0.0,0.0
N1B409E1,16,22,31,0,0,24,0.0,0.0
N13303E1,23,24,67,0,0,25,0.0,0.0
M3B043E1,9,26,51,0,0,28,0.0,0.0
V41103E1,3,1,10,0,0,0,0.0,0.0
HGBEM4E1,12,33,17,0,0,0,0.0,0.0
HGAEM2E1,15,15,542,0,0,140,0.0,0.0
M3A015E1,9,26,176,0,0,8,0.0,0.0
R13011E1,23,24,21,0,0,1,0.0,0.0
K4P300E1,8,27,21,0,0,0,0.0,0.0
L82111E1,4,4,70,0,0,3,0.0,0.0
G5BSBBE1,14,14,9,0,0,0,0.0,0.0
C81JIAE1,18,28,1,0,0,0,0.0,0.0
G13CS2E1,14,14,10,0,0,2,0.0,0.0
J1C112E1,23,24,37,0,0,26,0.0,0.0
H3CDMSE1,9,26,49,0,0,18,0.0,0.0
F11I01E1,9,26,109,0,0,1,0.0,0.0
D23342E1,2,26,1,0,0,0,0.0,0.0
G13AN4E1,17,30,7,0,0,3,0.0,0.0
L13508E1,23,24,52,0,0,1,0.0,0.0
F331X5E1,8,30,5,0,0,5,0.0,0.0
V13108E1,2,37,11,0,0,0,0.0,0.0
D23315E1,2,37,4,0,0,0,0.0,0.0
